Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
1.282,-1.396,-0.1143277343749999,0.1060724156857573,0.155954844507603,0.1130127503963008,15.29881191754952,8.22032816003674,-1.3641033416796686,Roller Element
1.152,-1.243,-0.1138929687499999,0.1096408142593082,0.1580899206086424,0.1070676865864348,16.482007912751346,7.28699208377629,-1.3880568953791756,Roller Element
1.926,-1.27,-0.113591162109375,0.1107232097638819,0.1586262335883377,0.3274271373033534,21.677011516866678,12.141749548175625,-1.3964663327909188,Roller Element
0.945,-1.147,-0.1144698730468749,0.1057236891399277,0.1558222621854083,-0.2163155672153702,13.25236693364285,6.064601981426585,-1.3612512885517016,Roller Element
1.096,-1.228,-0.117035009765625,0.1090810096290182,0.1599861546438765,0.0578677368002432,14.443084597967776,6.850592805606566,-1.3669939872202834,Roller Element
1.409,-1.426,-0.1151770751953125,0.1122917875872941,0.1608567572789675,0.2361024961298109,19.9621403252392,8.759346040753679,-1.3966039422879366,Roller Element
1.172,-1.37,-0.1147778564453124,0.1101256368556545,0.159063874395462,0.1638382600066928,17.07451877836605,7.368109223130028,-1.3858411310482193,Roller Element
1.653,-1.548,-0.1134332275390624,0.1124845816429232,0.1597484563666373,0.3593979575360245,24.550471152486303,10.347517826439672,-1.408303896771565,Roller Element
1.16,-1.086,-0.11406689453125,0.1071822514595116,0.156521599104814,0.4943934988735482,16.36828984141424,7.411117741157312,-1.3721912895764254,Roller Element
0.825,-1.296,-0.1145387451171875,0.1075292702992111,0.1571031056835914,0.0772295187523468,13.492818488476267,5.251328396152559,-1.37161539113123,Roller Element
1.277,-1.365,-0.1141486572265625,0.1088135289711896,0.1577022858487284,0.0190974716451821,18.087637209295927,8.097536399852356,-1.381551826192056,Roller Element
1.682,-1.35,-0.1147326904296875,0.1097574866793286,0.158776578960397,-0.0925571678926956,20.01773531097656,10.59350195736069,-1.3838826437849574,Roller Element
1.24,-1.653,-0.114344921875,0.1106776084827115,0.1591351473345454,0.2593189523197561,17.450818828645023,7.792118967868122,-1.3917115401811146,Roller Element
1.37,-1.27,-0.114432080078125,0.1097055498808936,0.1585235464999502,0.0123646158141519,19.26271760121387,8.64224924465988,-1.3853068684211902,Roller Element
0.85,-1.147,-0.1146187255859375,0.1093641107465768,0.1584224383404275,0.0939727722419406,12.325115412650012,5.3654015738191685,-1.3821689041695666,Roller Element
1.226,-1.265,-0.11435205078125,0.1104828233037403,0.1590048670761566,-0.0155231060860182,15.42058826702393,7.710455802669219,-1.3904854874909531,Roller Element
1.13,-1.548,-0.114128173828125,0.1115827443331445,0.1596109173016526,0.1767117799130712,18.538456112440404,7.079716219313398,-1.3985233614797328,Roller Element
1.111,-1.23,-0.1148742187499999,0.108935480397799,0.1583121451523362,0.0998659235128924,14.86541546767208,7.0177812253819045,-1.3781346839613324,Roller Element
1.138,-1.23,-0.114682861328125,0.1101043137016734,0.1589805730503632,0.3096072524578461,16.237254240158908,7.158107296792134,-1.386262700539846,Roller Element
1.013,-1.487,-0.1143997070312499,0.1100664346410066,0.1587501723977902,-0.0371301339485781,14.31101410061204,6.381095432524397,-1.3876798858796489,Roller Element
1.553,-1.575,-0.1147169189453125,0.1135324660915837,0.1613978861730624,0.1114003015757248,19.67937043499204,9.622183021249498,-1.4069231256986905,Roller Element
1.562,-1.401,-0.114489111328125,0.1146195714608142,0.1620033395682014,-0.0288237096227795,18.97134822858305,9.641776547096528,-1.4150108922052949,Roller Element
1.357,-1.602,-0.119723974609375,0.1139312270692275,0.1652689858845648,0.040865063292199,19.38317754682684,8.210856941712109,-1.3804167997578611,Roller Element
1.008,-1.396,-0.1145811523437499,0.1124554031035852,0.1605451631599734,-0.2895987193830452,17.37134682861176,6.278607091984387,-1.401148093521776,Roller Element
1.089,-1.519,-0.1144648681640625,0.1140434454710175,0.1615790703391986,-0.024239780967956,17.50224428145264,6.739734284359302,-1.41160404000647,Roller Element
1.24,-1.213,-0.1149729736328124,0.1108755166259012,0.1597243397910277,0.2623056004739093,16.79944050972101,7.763375335420576,-1.3892337889871147,Roller Element
1.145,-1.479,-0.114227392578125,0.1135940942743,0.1610937628819102,0.1629975723115991,17.30628996844089,7.107661895261221,-1.4102901173353086,Roller Element
1.272,-1.299,-0.1146633789062499,0.1129286557426111,0.1609355784169263,0.2473578845465578,17.366184060591564,7.903783691041299,-1.4035481943063004,Roller Element
1.194,-1.155,-0.11391162109375,0.112466390243949,0.1600757244207507,0.5147658459681124,17.093338075312943,7.458969836435868,-1.405262455961428,Roller Element
1.074,-1.482,-0.1150844970703125,0.1142262613162038,0.1621473456284003,-0.2160212529843578,19.54191007648828,6.623605189697827,-1.4089416885519703,Roller Element
1.523,-1.658,-0.114639990234375,0.1130851984062737,0.1610288087458072,0.2671160594927141,21.74268995927929,9.457934961216406,-1.4046477884078046,Roller Element
1.257,-1.418,-0.1144987548828125,0.1130781041214109,0.1609233057302404,0.0610965024756406,18.95958168647896,7.811174362196726,-1.4054590016716135,Roller Element
1.279,-1.267,-0.1142554931640625,0.1131003576141753,0.1607659675225965,0.6457981290646588,19.981122264748823,7.955663874073532,-1.4070742952529065,Roller Element
1.287,-1.882,-0.1146239501953125,0.1133835374976211,0.1612270531607472,-0.260273316985863,20.0581488809766,7.9825313107771665,-1.4065738694751473,Roller Element
1.082,-1.284,-0.1143933837890625,0.1145047387612596,0.1618544449576194,-0.1800187245773351,15.501374421051128,6.685018754247466,-1.4148934107594329,Roller Element
1.191,-1.477,-0.1137729736328125,0.1138831877440161,0.1609762508717561,0.3682117899071626,18.16266552552393,7.398606897292111,-1.414890072147416,Roller Element
1.216,-1.453,-0.1450171630859374,0.1167095963679968,0.1861471861908146,0.113416665634281,16.189416256036697,6.532465114748014,-1.28362176055329,Roller Element
1.189,-1.89,-0.1147380126953125,0.1144068616550403,0.1620290776282773,-0.4251378313777798,22.03013018109993,7.3381890300441714,-1.4121656269099458,Roller Element
1.46,-1.274,-0.1143296630859374,0.1153768609956437,0.1624277282946028,0.1344118262795709,18.119472008162496,8.988613060892714,-1.420696290974913,Roller Element
1.382,-1.296,-0.11574814453125,0.11534440681022,0.163406365641095,0.1036593333671743,17.534282931828233,8.457442857736753,-1.4117406918516795,Roller Element
1.421,-1.707,-0.114811279296875,0.1130675017300869,0.1611383805477356,0.0199395156159364,26.025989498610528,8.81850739203031,-1.4035065329345355,Roller Element
1.677,-1.311,-0.1150528076171875,0.113707895523832,0.1617600642426586,0.1735306468326576,20.86940744773131,10.367206565177344,-1.405963640460467,Roller Element
1.348,-1.487,-0.1161295166015625,0.1140401982779438,0.1627602959582885,0.0168948375281322,16.88360895343473,8.282118142286121,-1.4015411475164845,Roller Element
1.233,-1.355,-0.1134517822265625,0.1142135715641496,0.1609836275672981,0.1843843933722509,15.63980488906627,7.659163969854961,-1.418960763840755,Roller Element
1.277,-1.335,-0.11422197265625,0.1125939275013691,0.1603862277161465,0.2483175008728206,18.12389647298998,7.962030270205304,-1.4041626491500676,Roller Element
1.042,-1.36,-0.1145462646484375,0.1115846839233934,0.1599114894191227,-0.3476494966272128,17.85792672405324,6.516104651298399,-1.3960428121328878,Roller Element
1.448,-1.428,-0.1146624755859374,0.1139500318094862,0.1616532587045639,0.2876425832749392,21.19595163521633,8.957443924136113,-1.40981832006067,Roller Element
1.99,-1.682,-0.11213642578125,0.1260010986212013,0.1686726629787059,0.0770434301779318,26.046634229070577,11.797999538616564,-1.5041737045172452,Roller Element
1.484,-1.709,-0.1136710693359374,0.1233550665996384,0.167741506383683,-0.0873361693011247,23.793921194800895,8.846945708270777,-1.4756745701753595,Roller Element
