Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.706,-0.625,-0.1171530029296875,0.0888210613549743,0.1470163746958512,0.0695504823789848,5.010161126539783,4.802186160967299,-1.2549091446173777,Normal
0.422,-0.657,-0.1177661865234374,0.0887389900709152,0.1474560639509221,0.0441161845108958,5.064660048451854,2.861869418543916,-1.252108676556117,Normal
0.466,-0.605,-0.1170844970703125,0.0872762339255019,0.1460333335135177,0.106727757144027,4.942865289162604,3.19105226723366,-1.247247391136853,Normal
0.64,-0.713,-0.1169356201171875,0.0898792222779341,0.1474856488814303,-0.0210284050517306,5.088653692443492,4.339405256402416,-1.261255113998857,Normal
0.5,-0.647,-0.117735546875,0.0878541437891024,0.1469007186591615,-0.0336493200767433,4.735542090708299,3.403659318781809,-1.2477176397297092,Normal
0.479,-0.659,-0.116877978515625,0.0890374158477807,0.1469283149577648,0.0736655153938374,5.815471287384149,3.260093196724476,-1.2571086257974804,Normal
0.464,-0.623,-0.1174134277343749,0.0890677569830201,0.1473729441517972,0.0695605921100329,4.7777693771538114,3.1484747941390805,-1.2551626078509506,Normal
0.569,-0.73,-0.118471533203125,0.0899193443247553,0.1487306130682983,-0.0347414553049863,5.692034005522821,3.825708697500698,-1.2554122416335467,Normal
0.505,-0.669,-0.1177671630859375,0.0894489583569048,0.1478851767848803,0.0258187149802125,5.076734845816551,3.4148114840109574,-1.255742032921053,Normal
0.493,-0.767,-0.116199658203125,0.090141446287258,0.1470633962932206,-0.0541518257118895,5.263473631040853,3.352295761054216,-1.2656095428107346,Normal
0.615,-0.676,-0.1173249999999999,0.0882744610194429,0.146824200490278,0.0542685482791627,5.142562534624853,4.188682778086859,-1.2514314978928456,Normal
0.454,-0.593,-0.1163331298828125,0.0902948299375644,0.1472628750572159,0.0084323348306937,4.940432850445213,3.082922289977075,-1.265872199996341,Normal
0.491,-0.786,-0.1179300537109374,0.0905907577131281,0.1487077085855788,-0.0455105570587009,5.249248189664256,3.301779071644007,-1.2609822848896648,Normal
0.54,-0.735,-0.1169618896484375,0.0905662093448657,0.147926068207309,-0.0561421288811144,5.144922357477569,3.650472202392511,-1.264737331552553,Normal
0.393,-0.62,-0.1166560791015625,0.0880515769688533,0.146155847347505,0.0572613056505958,4.570328542129696,2.688910550842281,-1.2528781052229567,Normal
0.444,-0.625,-0.1176696044921875,0.0899079973008611,0.1480857401986947,0.0167303400960234,4.545234137429012,2.998263029271157,-1.2584876174078297,Normal
0.437,-0.752,-0.11836953125,0.0910623422384601,0.1493435423858151,0.0115589603849234,5.047668027202231,2.9261392425730155,-1.2616721618200637,Normal
0.498,-0.635,-0.116135546875,0.0890496450814751,0.146345860677711,0.0249141149061117,5.221336021553199,3.4028977498496964,-1.260129776073016,Normal
